1 11 3 12 26 11 22 33
 2 13 4 16 24 4 26 12
 3 19 5 18 20 16 38 48
 4 16 7 12 20 21 32 63
 5 12 8 14 20 6 24 18
 6 11 8 12 20 12 22 36
 7 17 9 14 28 26 34 78
 8 18 10 16 28 17 36 51
 9 13 12 16 22 9 26 27
10 11 12 12 24 22 22 66
11 15 14 10 26 14 30 42
12 16 14 12 24 27 32 81
13 19 15 18 22 5 38 15
14 17 15 14 20 22 34 66
15 12 17 14 26 18 24 54
 1 13 22 16 22 6 26 18
 2 11 23 12 26 2 22 6
 3 15 24 10 22 9 30 27
 4 16 24 12 28 14 32 42
 5 19 25 18 22 5 38 15
 6 17 27 14 20 11 34 33
 7 13 28 16 24 3 26 9
 8 19 28 18 26 15 38 45
 9 16 29 12 28 7 32 21
10 12 30 14 20 18 24 54
11 11 31 12 24 12 22 36
12 17 32 14 20 20 34 60
13 18 33 16 26 7 36 21
14 11 34 12 26 14 22 42
15 14 35 18 22 19 28 57
  1 17 23 14 24 28 34 84
 2 13 25 16 28 32 26 96
 3 19 25 18 22 37 38 111
 4 16 25 12 28 46 32 138
 5 12 28 14 28 31 24 93
 6 11 28 12 26 42 22 126
 7 17 29 14 22 37 34 111
 8 18 30 16 24 51 36 153
 9 11 31 12 24 43 22 129
10 14 32 18 22 48 28 144
11 15 32 10 28 57 30 171
12 13 33 16 20 37 26 111
13 19 34 18 24 51 38 153
14 17 36 14 26 47 34 141
15 12 36 14 20 54 24 162
