1 11 41 8 22 26 24 11
 2 16 41 9 32 24 27 13
 3 14 42 7 28 20 22 19
 4 19 42 10 38 20 30 16
 5 18 44 8 36 20 23 12
 6 11 44 9 22 20 27 11
 7 15 44 11 30 28 32 17
 8 19 45 10 38 28 30 18
 9 12 46 8 24 22 25 13
10 12 47 7 24 24 22 11
11 13 47 9 26 26 28 15
12 17 47 10 34 24 31 16
13 19 48 8 38 22 25 19
14 11 48 10 22 20 30 17
15 14 49 9 28 26 28 12
  1 19 30 16 38 22 48 13
 2 18 31 14 36 26 43 11
 3 11 31 16 22 22 49 15
 4 15 31 17 30 28 52 16
 5 19 32 15 38 22 46 19
 6 16 33 15 32 20 44 17
 7 14 34 14 28 24 42 13
 8 19 34 16 38 26 49 19
 9 18 34 17 36 28 51 16
10 11 35 16 22 20 47 12
11 15 36 15 30 24 44 11
12 19 37 16 38 20 49 17
13 12 38 14 24 26 41 18
14 11 38 16 22 26 47 11
15 16 39 15 32 22 45 14
  1 14 48 17 28 24 50 17
 2 19 50 18 38 28 55 13
 3 18 51 17 36 22 52 19
 4 11 52 17 22 28 50 16
 5 15 52 19 30 28 56 12
 6 19 52 19 38 26 58 11
 7 12 52 20 24 22 61 17
 8 19 54 16 38 24 48 18
 9 16 54 18 32 24 55 11
10 14 55 17 28 22 52 14
11 19 55 20 38 28 59 15
12 18 56 18 36 20 55 13
13 11 57 16 22 24 49 19
14 15 57 19 30 26 57 17
15 16 58 18 32 20 54 12
