1 18 22 26 35 11 5 18
 2 13 23 24 38 13 6 19
 3 11 24 20 29 19 9 15
 4 15 24 20 33 16 8 17
 5 16 25 20 37 12 6 19
 6 19 25 20 42 11 5 21
 7 17 26 28 40 17 8 20
 8 12 27 28 32 18 9 16
 9 13 27 22 35 13 6 18
10 11 27 24 43 11 5 22
11 15 27 26 46 15 7 23
12 16 29 24 39 16 8 20
13 19 29 22 44 19 9 22
14 17 30 20 36 17 8 18
15 13 31 26 41 12 6 21
  1 19 38 22 26 13 6 13
 2 16 39 26 31 11 5 16
 3 12 41 22 21 15 7 11
 4 11 41 28 25 16 8 13
 5 17 42 22 28 19 9 14
 6 18 43 20 23 17 8 12
 7 13 43 24 32 13 6 16
 8 18 44 26 21 19 9 11
 9 13 44 28 26 16 8 13
10 18 44 20 30 12 6 15
11 13 45 26 18 11 5 9
12 11 46 24 23 17 8 12
13 15 47 20 28 18 9 14
14 16 48 20 32 11 5 16
15 19 49 20 26 14 7 13
  1 17 43 20 57 17 8 29
 2 12 45 28 51 13 6 26
 3 13 45 28 59 19 9 30
 4 11 46 22 55 16 8 28
 5 15 47 24 61 12 6 31
 6 16 48 26 57 11 5 29
 7 19 49 24 49 17 8 25
 8 17 49 22 53 18 9 27
 9 13 50 20 61 11 5 31
10 19 51 26 55 14 7 28
11 16 51 22 59 15 7 30
12 12 53 26 51 13 6 26
13 18 53 22 58 19 9 29
14 13 53 28 62 17 8 31
15 11 54 22 55 12 6 28
