 1 22 21 11 14 33 7 21
 2 23 29 13 16 39 8 29
 3 24 22 19 19 57 9 22
 4 25 27 16 22 48 11 27
 5 26 25 12 13 36 6 25
 6 27 21 11 18 33 9 21
 7 28 28 17 16 51 8 28
 8 28 26 18 21 54 10 26
 9 29 23 13 12 39 6 23
10 30 21 11 14 33 7 21
11 30 29 15 18 45 9 29
12 30 28 16 22 48 11 28
13 31 23 19 20 57 10 23
14 32 24 17 14 51 7 24
15 33 22 12 17 36 8 22
 1 42 21 13 25 39 12 21
 2 43 28 11 30 33 15 28
 3 43 26 15 33 45 16 26
 4 44 23 16 28 48 14 23
 5 45 21 19 35 57 17 21
 6 46 29 17 25 51 12 29
 7 46 28 13 31 39 15 22
 8 48 21 19 28 57 14 27
 9 49 29 16 31 48 15 25
10 49 22 12 34 36 17 21
11 51 27 11 26 33 13 28
12 51 25 17 30 51 15 26
13 51 21 18 35 54 17 23
14 53 28 11 28 33 14 21
15 53 26 14 33 42 16 29
  1 31 23 17 40 51 20 28
 2 32 21 13 44 39 22 23
 3 33 29 19 48 57 24 24
 4 34 28 16 41 48 20 22
 5 35 23 12 44 36 22 21
 6 35 24 11 52 33 26 28
 7 36 22 17 46 51 23 26
 8 37 21 18 50 54 25 23
 9 39 28 11 45 33 22 21
10 39 21 14 53 42 26 29
11 40 29 15 48 45 24 22
12 41 22 13 50 39 25 27
13 42 27 19 52 57 26 25
14 43 25 17 47 51 23 21
15 45 21 12 50 36 25 28
