 1 21 11 2 21 22 26 52
 2 29 13 3 29 26 22 44
 3 22 19 4 28 38 15 30
 4 27 16 5 23 32 17 34
 5 25 12 6 24 24 27 54
 6 21 11 8 22 22 23 46
 7 28 17 9 21 34 13 26
 8 26 18 10 28 36 18 36
 9 23 13 10 26 26 29 58
10 21 11 11 23 22 25 50
11 29 15 13 21 30 14 28
12 28 16 14 29 32 21 42
13 23 19 15 28 38 28 56
14 24 17 16 23 34 17 34
15 22 12 17 24 24 24 48
  1 21 13 24 22 26 12 24
 2 28 11 25 28 22 6 12
 3 26 15 26 26 30 9 18
 4 23 16 27 23 32 4 8
 5 21 19 27 21 38 14 28
 6 29 17 29 29 34 12 24
 7 28 13 30 22 26 8 16
 8 23 19 30 27 38 15 30
 9 24 16 32 25 32 2 4
10 22 12 32 21 24 11 22
11 28 11 33 29 22 6 12
12 26 17 34 28 34 13 26
13 23 18 35 23 36 3 6
14 21 11 36 24 22 10 20
15 29 14 37 22 28 6 12
  1 22 17 20 21 34 44 88
 2 27 13 21 28 26 48 96
 3 25 19 22 26 38 40 80
 4 28 16 23 23 32 45 90
 5 26 12 23 21 24 51 102
 6 23 11 25 29 22 53 106
 7 21 17 26 28 34 39 78
 8 29 18 26 23 36 44 88
 9 25 11 26 24 22 50 100
10 27 14 27 22 28 36 72
11 28 15 29 28 30 46 92
12 26 13 30 26 26 41 82
13 23 19 30 23 38 52 104
14 21 17 32 21 34 43 86
15 29 12 32 29 24 48 96
