 1 18 19 22 55 35 17 11
 2 17 16 26 56 34 18 13
 3 15 12 38 57 30 13 19
 4 16 11 32 57 32 19 16
 5 19 17 24 57 37 16 12
 6 15 18 22 59 30 12 11
 7 17 13 34 60 33 11 17
 8 18 11 36 60 36 17 18
 9 18 15 26 61 35 18 13
10 14 16 22 62 28 13 11
11 17 19 30 62 33 11 15
12 15 17 32 63 30 15 16
13 18 12 38 63 35 16 19
14 16 13 34 64 32 19 17
15 15 11 24 65 29 17 12
  1 27 15 26 37 53 12 13
 2 28 16 22 38 55 19 11
 3 25 19 30 39 50 16 15
 4 29 17 32 39 57 12 16
 5 24 13 38 41 47 11 19
 6 27 19 34 41 54 17 17
 7 22 16 26 42 43 18 13
 8 26 12 38 42 51 13 19
 9 27 19 32 43 55 11 16
10 21 16 24 44 41 15 12
11 25 12 22 44 49 16 11
12 23 11 34 45 46 19 17
13 26 17 36 45 52 17 18
14 22 18 22 46 43 12 11
15 24 13 28 47 47 13 14
  1 30 11 34 51 60 11 17
 2 28 15 26 52 56 15 13
 3 32 16 38 52 64 16 19
 4 26 19 32 53 52 19 16
 5 30 17 24 53 59 17 12
 6 28 12 22 54 55 13 11
 7 31 13 34 54 61 19 17
 8 33 11 36 54 65 16 18
 9 25 15 22 55 50 12 11
10 29 16 28 56 58 11 14
11 32 19 30 56 63 17 15
12 27 17 26 57 54 18 13
13 26 13 38 58 51 17 19
14 30 19 34 58 60 18 17
15 28 16 24 59 56 13 12
